2x5,10,T,1
4x3,4,F,1
8x5,40,T,2
6x4,34,F,1
1x6,6,T,2
1x5,4,F,0
3x6,18,T,5
2x4,8,T,3
3x5,15,T,3
5x3,15,T,3
4x2,8,T,2
4x2,8,T,1
1x2,2,T,1
5x5,25,T,2
2x6,12,T,1
5x2,10,T,2
8x9,72,T,2
5x8,40,T,1
1x2,2,T,2
9x10,4,F,2
5x9,12,F,1
5x2,10,T,1
4x1,4,T,1
5x8,2,F,1
8x8,6,F,1
8x1,3,F,1
5x3,15,T,1
2x5,12,F,2
5x7,35,T,1
4x4,16,T,1
3x5,34,F,1
5x5,25,T,2
3x6,4,F,2
8x4,32,T,2
2x7,14,T,2
6x4,24,T,3
7x5,3,F,2
5x4,20,T,1
8x7,56,T,2
6x4,43,F,2
3x5,65,F,2
3x1,3,T,1
2x8,45,F,1
4x3,12,T,2
1x8,56,F,1
7x5,35,T,1
